name,sub_title,color,price,currency,description,avg_rating,review_count,parsed_sizes,dominant_color
nike air force 1 '07 lv8,men's shoes,Black/Iron Grey/White/Black,130.0,USD,"bring your flair for the theatrical and let these wrestling-inspired af1s do all the talking. the extravagant design pairs smooth leather with cracked leather, and the championship belt dubrae gives any outfit the edge while you rep your 'never give up' mentality.benefitsraw, ready for the streets and taking you to the top, these af1s include a championship wrestling belt dubrae and premium ringside materials.from tough stitching to pristine materials to the cupsole design, it delivers durable style that’s smoother than backboard glass.originally designed for performance hoops, the air cushioning delivers lasting comfort while the padded ankle and tongue add to the soft ride.padded, low-cut collar looks sleek and feels comfortable.rubber outsole adds traction and durability.shown: black/iron grey/white/blackstyle: dr9866-001air force 1debuting in 1982 as a basketball must-have, the air force 1 came into its own in the '90s. the clean look of the classic white-on-white af1 was endorsed from the basketball courts to the block and beyond. finding its rhythm in hip-hop culture, releasing limited collabs and colorways, air force 1 became an iconic sneaker around the globe. and with over 2000 iterations of this staple, its impact on fashion, music and sneaker culture can’t be denied.",4.77391304347826,0.0,"['9', '9.5', '10', '10.5']",Black
nike,toddler top and leggings set,Multi-Color/Lavender Mist,36.97,USD,for little ones that sparkle.the nike set features a long-sleeve tunic top and stretch jersey leggings adorned with sparkling graphics that add a touch of shine to any day.benefitslightweight fleece is soft and warm.snap closures along the inner back make dressing and changing easy.product detailstop: 60% polyester/40% cotton. leggings: 95% polyester/5% elastane.machine washimportedshown: multi-color/lavender miststyle: 26f837-p5r,5.0,1.0,[],Multi-Color
nike heritage86 (mlb yankees),adjustable cap,White,21.97,USD,"represent your team.show pride for your side in the nike heritage86 (mlb yankees) cap. it's made from cotton twill with a pre-curved bill and is unstructured for a more relaxed fit, so you can rep your team in comfort all season long.benefitscotton twill crown provides a soft, comfortable feel.adjustable strap in back offers a custom fit.product details6-panel construction100% cottonhand washimportedshown: whitestyle: cz2904-100",4.77391304347826,0.0,[],White
nike essential,ball pump,Black/Black/White,12.0,USD,"a must-have when you're on the go.the nike essential ball pump features a compact design with an attached hose that's easy to take wherever you go. efficient pump compression helps you fill balls fast, so you can get out there and play your best.product detailsincludes 1 needlematerials: 83% acrylonitrile-butadiene-styrene copolymer/8% rubber/5% thermoplastic elastomer/3% zinc alloy/1% nylonimportedshown: black/black/whitestyle: nkj01-027",4.7,316.0,[],Black
nike,women's twist mesh headband,White/Black,15.97,USD,"an essential for your workout.made to keep your hair out of your face, the nike headband features a twisted knot design with 2 soft, comfortable fabrics that breathe to keep you cool.product details46% polyester/42% nylon/12% spandexhand washimportedshown: white/blackstyle: n1004551-127",4.77391304347826,0.0,[],White
heat heritage86,nike dri-fit nba cap,Tough Red/Sundial,30.0,USD,"classic comfort with team identity.highlight your miami heat pride with this heritage86 nike nba cap. it's made from lightweight, sweat-wicking material and has a low, unstructured crown with a curved bill. the front uses a high-density team appliqué. this product is made with at least 75% recycled polyester fabric.benefitslightweight polyester fabric with dri-fit technology helps you stay dry and comfortable.the strap closure in back features black, enameled metal hardware.a high-density team crest appliqué is bonded along the front panels.product detailsembroidered swoosh designbody: 100% recycled polyester. front panel lining: 65% polyester/35% cotton.spot cleanimportedshown: tough red/sundialstyle: cw5960-608",4.77391304347826,0.0,[],Tough Red
nike 8-pound,strength training ball,Black,26.97,USD,"core strength and flexibilitythe nike 8-pound strength training ball provides a full-body workout and features a durable pu coating designed for increased grip and tackiness.benefitsheavy-duty coated pu material increases grip and tackiness for better controlimproves core strength, balance, coordination and flexibilityproduct detailsideal for upper and lower body exercisesmaterials: 96% rubber/2% eva/1% pu/1% polyesterimportedshown: blackstyle: new05-010",5.0,1.0,[],Black
club américa,men's coaches' jacket,Black/White,78.97,USD,"rep club américa.this jacket has a reversible design with hand-drawn graphics inspired by the energy of mexico city and los angeles—home to some of the most loyal club américa fans.stay drywater-repellent finish helps keep you dry in wet weather.2 looks in 1fleece on 1 side, smooth woven fabric on the other, this style is 2 jackets in 1.product detailsstandard fit for a relaxed, easy feelsnapping buttons for personalized coveragedrawcord at hemside pocketsbody: 100% nylon. lining: 100% polyester.machine washimportedshown: black/whitestyle: dc2173-010",4.77391304347826,0.0,[],Black
nike sportswear,women's high-rise fleece dance shorts,Black,38.97,USD,"whether you wear them before, during or after dance practice, the soft fleece and roomy fit of these shorts will keep you feeling cozy and comfortable. a high-rise elastic waistband with drawcord sits at your belly button for a secure fit.benefitsheavyweight fleece is brushed on the back, giving the inside a soft, fuzzy feel and the face a smooth, premium look.high-rise elastic waistband hits at the belly button, while a drawcord allows you to dial in your perfect fit.roomy through the hip and thigh, the longer cut is relaxed and comfortable.product detailsloose fit for a roomy feelbody: 80% cotton/20% polyester. pocket bags: 100% cotton.machine washimportedshown: blackstyle: dv0334-010",4.77391304347826,0.0,[],Black
nike college (georgia),women's cropped t-shirt,University Red,35.0,USD,you know exactly who your team is. make sure everyone else does in the georgia t-shirt. it has a large school logo on a casual cut to show your unmistakable bulldogs pride.product detailsloose fit for a roomy feel100% cottonmachine washimportedshown: university redstyle: dr7469-657,4.77391304347826,0.0,[],University Red
charlotte hornets,men's jordan nba t-shirt,White,35.0,USD,"celebrate your favorite squad in this soft charlotte hornets tee. it's marked with oversized block graphics on the chest to pay tribute to your team.product detailsstandard fit for a relaxed, easy feel50–100% cotton/0–50% polyestermaterial percentages may vary. check label for actual content.machine washimportedshown: whitestyle: dr6708-100",4.77391304347826,0.0,"['XS', 'S', 'M', 'L', 'XL', '2XL', '3XL']",White
nike college (tennessee),men's shorts,Bright Ceramic/White,24.97,USD,"stay true to the volunteers in the cool comfort of the nike college tennessee shorts. lightweight, breathable fabric wicks sweat to help keep you in the game when things start to heat up. this product is made with at least 75% recycled polyester fibers.benefitslightweight mesh fabric lets your skin breathe to help keep you cool.product detailsstandard fit for a relaxed, easy feelelastic waistband with drawcordside pockets100% polyestermachine washimportedshown: bright ceramic/whitestyle: dn0189-873",4.77391304347826,0.0,['XL'],Bright Ceramic
nike court naomi osaka collection,printed tennis t-shirt,Citron Tint,30.97,USD,"good vibes only.naomi osaka leads with kindness, strength and authenticity. designed to inspire joy and celebrate her eternal optimism, the abstract graphics and vibrant-yet-soothing colors on the naomi osaka t-shirt are inspired by no's evolution as both an athlete and an activist.product detailsloose fit for a roomy feelnaomi osaka logo100% cottonmachine washimportedshown: citron tintstyle: dq0622-821",4.77391304347826,0.0,"['XS', 'S', 'M', 'L', 'XL', '2XL']",Citron Tint
nike college dri-fit coach (duke),men's shorts,Black/White/White,45.0,USD,"sweat-wicking comfort for the stands.designed to fit the needs of coaches on the practice field, the nike college dri-fit coach (duke) shorts are made with sweat-wicking technology to help keep you dry and comfortable on game day or any day.benefitsnike dri-fit technology helps keep you dry, comfortable and focused.elastic, adjustable waistband lets you customize the fit.product detailsstandard fit for a relaxed, easy feelside pockets100% polyestermachine washimportedshown: black/white/whitestyle: ar6879-010",4.77391304347826,0.0,[],Black
nike overview (mlb philadelphia phillies),men's 1/2-zip jacket,White,110.0,USD,"perfect for outdoor wear.the nike overview (mlb philadelphia phillies) jacket enhances an outdoor essential with a team-inspired design and a ventilated back panel. the weather-resistant polyester is detailed with a two-tone color scheme with team graphics on the chest and sleeve.product detailsscuba hood with drawstringloose, relaxed fit100% polyestermachine washimportedshown: whitestyle: nmmt061npp-00u",4.77391304347826,0.0,['2XL'],White
nike,little kids' high-waisted leggings,Hyper Pink,12.97,USD,stretchy comfort.the nike leggings are soft and stretch-tastic so little ones can move free and easy all day.benefitsstretchy fabric feels snug and supportive.elastic waistband gives a secure fit.product details82% nylon/18% elastanemachine washimportedshown: hyper pinkstyle: 36h453-a96,4.77391304347826,0.0,[],Hyper Pink
nike dri-fit performance select,big kids’ (boys’) crew-neck training sweatshirt,Black Heather/Black/Heather/Black,58.0,USD,"feel like a star in this soft and warm sweatshirt. powered by sweat-wicking fabric, it helps you stay dry and comfortable so you can get out there and keep moving.benefitsnike dri-fit technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.ribbed cuffs and hem help hold this sweatshirt in place as you move.product detailsstandard fit for a relaxed, easy feel80% polyester/20% cottonmachine washimportedshown: black heather/black/heather/blackstyle: dq8813-032",4.77391304347826,0.0,"['S', 'M', 'L', 'XL']",Black Heather
air jordan 1 low se,big kids' shoes,Psychic Blue/Vivid Green/Safety Orange/Sail,95.0,USD,"inspired by the original that debuted in 1985, this low-top aj1 offers a clean, classic look that's familiar yet always fresh. it's made for casual mode, with a nature-inspired stich design that's a breath of fresh air.benefitsencapsulated air-sole unit provides lightweight cushioning.genuine leather in the upper offers durability and a premium look.solid rubber outsole enhances traction on a variety of surfaces.shown: psychic blue/vivid green/safety orange/sailstyle: do8227-400",4.77391304347826,0.0,"['3.5Y', '4Y', '4.5Y', '5Y', '5.5Y', '6Y', '6.5Y', '7Y']",Psychic Blue
air jordan xxxvi low luka pf,men's basketball shoes,Laser Blue/Electro Purple/Pink Prime/Electric Green,175.0,USD,"from the perimeter to the hoop, take the court with confidence. this is one of the lightest air jordan game shoes to date, with a minimal but durable leno-weave upper reinforced with tough plastic details. meanwhile, zoom air cushioning delivers energy return and elite responsiveness. the game asks for everything—now you have the shoe to match.light feel, big energya full-length zoom air strobel unit is stitched directly to the upper, sitting right under your foot to minimize weight. it's paired with an energy-returning zoom air unit stacked underneath the forefoot for an extra burst of responsiveness off the dribble.secure for takeoffhigh collar and top eyelets provide side-to-side stability, whether you're cutting off the ball or taking off to finish.lightning quickthe multidirectional xdr outsole provides stop-and-go traction for players who stay on their toes and use quickness to get to their spots.more benefitssee-through leno-weave upper is strong and ultra-lightweight.wraparound ribbon of plastic helps to reinforce the materials.lace lock is inspired by the air jordan 6.shown: laser blue/electro purple/pink prime/electric greenstyle: dn4195-430",4.77391304347826,0.0,"['M 7 / W 8.5', 'M 7.5 / W 9', 'M 8 / W 9.5', 'M 8.5 / W 10', 'M 9 / W 10.5', 'M 9.5 / W 11', 'M 10 / W 11.5', 'M 10.5 / W 12', 'M 11 / W 12.5']",Laser Blue
nike,kids' scrunchie,Black,9.97,USD,"throwback your hair.get that throwback look with the nike scrunchie. a comfortable covered band holds your hair securely. the fabric has a hint of shine.product detailswidth: 2.37""85% polyester/12% spandex/3% rubberimportedshown: blackstyle: n1003665-090",4.77391304347826,0.0,[],Black
nike offline pack,men's shoes,Light Smoke Grey/Flat Pewter/Grey Fog/Iron Grey,92.97,USD,"sleeping bags for your feet.get ready for a sensory experience like no other—the ergonomic design, pillowy upper and comfort insole give your feet a place to relax while you get your 10,000 steps. a textile upper features soft, pillowy fabrics while the stitching details create a puffer aesthetic.benefitsrubber outsole adds traction and durability.unique lacing system lets you customize your fit.padded, low-cut collar looks sleek and feels comfortable.product details""nike"" on toepull tab on heelnot intended for use as personal protective equipment (ppe)shown: light smoke grey/flat pewter/grey fog/iron greystyle: dj6230-001",4.8,5.0,"['8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5']",Light Smoke Grey
nike dri-fit sideline velocity lockup (nfl green bay packers),women's t-shirt,Green,40.0,USD,"exceptional comfort.the nike dri-fit sideline velocity lockup (nfl green bay packers) t-shirt combines sweat-wicking technology with a bold team design to help give you a reliable look and feel while on the move.benefitsnike dri-fit technology helps you stay dry, comfortable and focused.jersey fabric has a soft, lightweight feel.product details100% polyestermachine washimportedshown: greenstyle: ns183ee7t-63s",4.77391304347826,0.0,[],Green
philadelphia 76ers,men's nike nba shorts,Rush Blue/White/White,48.0,USD,"rep your team in the philadelphia 76ers shorts, featuring understated squad and league logos. lightweight mesh keeps things cool and casual—on or off the court.product detailselastic waistband with drawcordnotched hemsside pockets100% polyestermachine washimportedshown: rush blue/white/whitestyle: dn8258-495",4.77391304347826,0.0,"['XS', 'S', 'M', 'L', 'XL', '2XL', '3XL']",Rush Blue
nike sportswear,men's punk crew,Black/Electro Orange,53.97,USD,"put through the ringer.the nike sportswear crew updates a style staple with a frayed, diy aesthetic. its heavyweight french terry fabric has a smooth, loopback design that feels soft-yet-sturdy against your skin.diy detailsoversized taping and a zigzag stitched graphic add a personalized, imperfect touch. the front graphic honors the photocopy aesthetic popularized by punk zines and fliers.french terry fleecefrench terry is a comfortable fabric with a sturdy loopback design and a soft face. distressing throughout adds a well-worn, well-loved look to the fabric.stretch cuffs and hemribbing at the cuffs and hem help lock in the fit.more benefitsa metal badge shines bright and shows love for the brand.product detailsstandard fit for a relaxed, easy feelbody: 100% cotton. rib: 97% cotton/3% spandex.machine washimportedshown: black/electro orangestyle: cw1794-010",4.77391304347826,0.0,[],Black
team 31,women's nike nba cropped t-shirt,Black,35.0,USD,"show your love for the nba in this t-shirt. made with soft cotton, this cropped, loose-fitting tee has graphics inspired by what the pros wear at practice, giving you an insider look.product detailsloose fit for a roomy feelribbed collarprinted graphics100% cottonmachine washimportedshown: blackstyle: dm3240-010",4.77391304347826,0.0,"['XS (0–2)', 'S (4–6)', 'M (8–10)', 'L (12–14)', 'XL (16–18)', '2XL (20–22)']",Black
nike dri-fit (nfl san francisco 49ers),women's 7/8 leggings,Scarlet/Black,65.0,USD,"comfort on the go.the nike dri-fit (nfl san francisco 49ers) leggings are made with sweat-wicking fabric to help keep you cool and comfortable. their flexible polyester-spandex fabric stretches with you as you move.benefitsnike dri-fit technology helps you stay dry, comfortable and focused.elastic waistband helps provide a comfortable fit.product detailsinterior pocket at waistband77% polyester/23% spandexmachine washimportedshown: scarlet/blackstyle: nkz3058y73-11f",4.77391304347826,0.0,"['XS (0–2)', 'S (4–6)', 'M (8–10)', 'L (12–14)', 'XL (16–18)']",Scarlet
nike therma city connect (mlb boston red sox),men's pullover hoodie,Blue,80.0,USD,"breathable warmth.designed with exclusive details dedicated to the team's home, the nike therma city connect (mlb boston red sox) hoodie combines sweat-wicking technology with heat-trapping performance fabric. it features a fleece lining, but its sleeves can also be cut off, providing a versatile outer layer for baseball season.benefitsnike therma fabric helps keep you warm.nike dri-fit technology helps you stay dry, comfortable and focused.product detailsfront pockethood with adjustable drawstring100% polyestermachine washimportedshown: bluestyle: nac310njbq-1m3",4.77391304347826,0.0,"['L', 'XL', '2XL']",Blue
nike brasilia,"printed training backpack (extra large, 30l)",Medium Olive/Black/Particle Grey,50.0,USD,"whether you're heading to work or a workout (or both), the nike brasilia backpack has you covered. multiple zippered compartments offer plenty of storage for your laptop and books, plus a change of clothes for the gym. zippered exterior pockets help keep electronics and small essentials organized and stored securely.benefitszippered main compartment has easy-access storage.thick woven material is durable.zippered laptop sleeve provides secure carrying.mesh side pocket holds a water bottle.product details20"" h x 13"" w x 7"" d100% polyesterimportedspot cleanshown: medium olive/black/particle greystyle: dq5228-222",4.77391304347826,0.0,[],Medium Olive
chelsea fc repel academy awf,men's soccer jacket,Rush Blue/Chlorine Blue/White,75.0,USD,"the chelsea fc repel academy awf jacket is a lightweight layer with a water-repellent coating and mesh lining for days when you have to brave the rain, but don't want to be soaked with sweat. this product is made with at least 75% recycled polyester fibers.benefitszippered pockets let you secure your essentials.perforations along your core and underarms add breathability in high-heat zones.hem is slightly longer in the back for extra coverage.product detailsstandard fit for a relaxed, easy feel100% polyestermachine washimportedshown: rush blue/chlorine blue/whitestyle: dm2965-495",4.77391304347826,0.0,"['S', 'M', 'L', 'XL', '2XL']",Rush Blue
mlb boston red sox (andrew benintendi),women's replica baseball jersey,Midnight Navy,135.0,USD,loyalty to your team.the mlb boston red sox jersey helps deliver a comfortable fit with its polyester material. it features team details to add authenticity to your look on game day.product details100% polyestermachine washimportedshown: midnight navystyle: t773bqnbbq7-b16,4.77391304347826,0.0,[],Midnight Navy
nike dri-fit,big kids' (boys') training top,Black/White,15.97,USD,"go all out in sweat-wicking comfort.show off your best moves in the nike dri-fit top. made in a sleeveless design with room to move and sweat-wicking fabric, you can play comfortably with every hop, skip and jump.benefitsnike dri-fit technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.soft knit fabric is lightweight and breathable.product detailsstandard fit for a relaxed, easy feel100% polyestermachine washimportedshown: black/whitestyle: do7090-010",4.77391304347826,0.0,"['XS', 'M', 'L', 'XL']",Black
jordan france,men's basketball shorts,College Navy/White/University Red/White,60.0,USD,"french pride.play with national team pride in the jordan france basketball shorts. they're made from sweat-wicking fabric with team colors and graphics. zippered pockets offer convenient storage.benefitsdurable knit fabric with sweat-wicking technology helps you stay dry and comfortable.mesh fabric is overlaid along the side panels.zippered pockets give you secure, easy-access storage.product detailsjordan loose fitelastic waistband with front-exit drawcordprinted graphics100% polyestermachine washimportedshown: college navy/white/university red/whitestyle: cv0271-419",4.77391304347826,0.0,[],College Navy
nike sportswear,men's long-sleeve t-shirt,Black,31.97,USD,"rep the house of innovation.the nike sportswear t-shirt features a screen-printed design that calls out nike's nyc house of innovation, an immersive 5-story building that redefines the in-store shopping experience. detailing on the chest and right sleeve lists the exact location of the state-of-the art flagship.benefitscotton fabric is soft and comfortable.screen-printed graphic features house of innovation detailing.product detailsstandard fit for a relaxed, easy feel100% cottonmachine washimportedshown: blackstyle: cu3568-010",4.77391304347826,0.0,[],Black
nike dri-fit stretch (nfl chicago bears),men's shorts,Navy/Orange,45.0,USD,"move with purpose.designed with team details, the nike dri-fit stretch (nfl chicago bears) shorts are a wardrobe staple. they feature sweat-wicking technology and a flexible, elastic waistband for a reliably comfortable fit.benefitsnike dri-fit technology helps you stay dry, comfortable and focused.2-way stretch fabric helps provide extra flexibility.product details2 side pockets100% polyestermachine washimportedshown: navy/orangestyle: nkzv051y7q-0zr",4.77391304347826,0.0,"['S', 'M', 'L', 'XL', '2XL']",Navy
nike sportswear club,men's pullover hoodie,Sail/Pearl White,63.97,USD,"chilly nights call for a cool layer—and we’ve got just the one. discover out-of-this-world comfort in this cozy pullover hoodie. made with soft fleece, its unique cut-and-sew design and galactic-inspired graphics give it a wave of interstellar style.benefitsfleece feels supersoft and has a lightly fuzzy feel inside so you can stay warm and comfy.hood with a drawstring offers adjustable coverage.product detailsstandard fit for a relaxed, easy feelribbed hem and cuffskangaroo pocketbody: 80-82% cotton/18-20% polyester. hood lining: 100% cotton.machine washimportedshown: sail/pearl whitestyle: dv9617-133",4.77391304347826,0.0,"['S', 'M', 'L', 'XL', '2XL', '3XL']",Sail
nike dri-fit (nfl los angeles chargers),women's tank top,Powder Blue/Anthracite,40.0,USD,"warm-weather must-have.the nike dri-fit (nfl los angeles chargers) tank top is a versatile piece with team details for consistent support of your squad. its lightweight, breathable polyester has sweat-wicking technology to help keep you comfortable.benefitsnike dri-fit technology helps you stay dry, comfortable and focused.mesh center back panel helps provide added breathability.product details100% polyestermachine washimportedshown: powder blue/anthracitestyle: nkzx525r97-0zz",4.77391304347826,0.0,[],Powder Blue
nike dri-fit,little kids' base layer top,unknown,28.0,USD,a sweat-wicking base layer. the nike dri-fit base layer top is perfect for layering and features sweat-wicking technology to help keep little ones dry and comfortable.benefitsdri-fit technology helps little ones stay dry and comfortable.product detailsfabric: 92% polyester/8% elastanemachine washimportedshown: style: 86c416-478,4.77391304347826,0.0,[],unknown
air jordan legacy 312 low,big kids' shoes,Black/White/Metallic Gold,85.97,USD,"shout-out to the 312.the air jordan legacy 312 celebrates mj's legacy with this shout-out to chicago's 312 area code. the design creates a modern mash-up of iconic jordan elements.benefitsdesign combines iconic air jordan elements from the aj3, aj1, and alpha force.leather, synthetic and/or textile upper adds a midfoot strap for a secure fit.visible air-sole unit in the heel provides responsive cushioning.shown: black/white/metallic goldstyle: cd9054-071",4.8,5.0,[],Black
nike sportswear,women's t-shirt,Bleached Coral,34.97,USD,"a swoosh by any other name.love is in the swoosh and this tee is all about it. made with soft cotton and a roomy fit, it features an embroidered rose design that celebrates valentine's day.benefitseveryday cotton fabric feels soft and light.slightly dropped shoulders and a loose fit provide a comfortable, confident feel.product detailsloose fit for a roomy feelprinted graphics100% cottonmachine washimportedshown: bleached coralstyle: dn5886-697",4.77391304347826,0.0,"['XS (0–2)', 'S (4–6)']",Bleached Coral
nike dri-fit player,men's golf polo,Seafoam/Brushed Silver,76.97,USD,"classic golf meets nike performance.a timeless classic for the modern you, the nike dri-fit player polo blends the look and feel of a cotton polo with the incredible performance of sweat-wicking fabric. the iconic houndstooth print is a nod to the traditional look of golf.benefitsnike dri-fit technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.lightweight knit fabric looks and feels like classic cotton but performs like cool polyester.houndstooth print adds an iconic look.pearlized buttons and chambray trim on the placket, back neck and side vents add a sophisticated finish.left sleeve features a silver ingot with the swoosh design.product detailsstandard fit for a relaxed, easy feel3-button placketfold-over collar58% cotton/42% polyestermachine washimportedshown: seafoam/brushed silverstyle: da2993-017",4.77391304347826,0.0,[],Seafoam
nike dri-fit swoosh,big kids' (girls') reversible printed sports bra,Team Orange/Pinksicle/Pinksicle,30.0,USD,"shine inside and out.the nike dri-fit swoosh sports bra has 2 different looks in 1, so the choice is all yours. with a snug and supportive design plus sweat-wicking technology, it’s everything you need to shine from practice to playtime.fast-dry supportdri-fit technology wicks away sweat so you can stay dry, comfortable and focused on your game.all-day supporta racerback mesh design with a soft chest band provides a supportive fit. a triple-layered lightweight fabric adds more coverage where you need it.versatile stylethe reversible design is inspired by kintsugi, the japanese craft of repairing ceramic with gold, on one side. flip it inside out for a solid color look.product detailstight fit for a body-hugging feelmedium supportbody: 83% polyester/17% spandex. mesh: 80% polyester/20% spandex.machine washimportedshown: team orange/pinksicle/pinksiclestyle: cu8444-891",4.77391304347826,0.0,[],Team Orange
nike dri-fit infograph (nfl buffalo bills),men's t-shirt,Royal,40.0,USD,"comfortable game-day look.the nike dri-fit infograph (nfl buffalo bills) t-shirt combines lightweight fabric with sweat-wicking technology to help keep you dry and cool as you show pride for your favorite team.benefitsnike dri-fit technology helps you stay dry, comfortable and focused.jersey fabric has a soft, lightweight feel.product details100% polyestermachine washimportedshown: royalstyle: ns234da81-7ht",4.77391304347826,0.0,[],Royal
u.s. academy pro,big kids' nike dri-fit short-sleeve soccer top,Obsidian/White,30.0,USD,"up your game.after conquering the basics, take your skills to the next level. a relaxed fit works together with moisture-wicking technology to help keep you cool when your training heats up.benefitsnike dri-fit technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.mesh back panel provides more breathability.product detailsstandard fit for a relaxed, easy feel100% polyestermachine washimportedshown: obsidian/whitestyle: dm9612-451",4.77391304347826,0.0,[],Obsidian
nike air deschutz+ se,men's shoes,Dark Driftwood/Canyon Purple/Dark Smoke Grey/Light Iron Ore,85.0,USD,"from city hikes to canyon trails and long walks on the beach, the nike acg air deschutz+ is built to get you places. its classic '90s look pairs with a rugged, outdoor-inspired design made with quick-drying materials and plush cushioning. strap in and let your journey begin.northwest testedthis product was designed and tested in oregon, usa. the state's vast wilderness and climate served as inspiration for the sandal's look and purpose.time-tested comfortnike air in the heel gives you cushioning for those wet and rocky adventures.adventure approvedwhether you're splashing in creeks or hopping boulders, the quick-drying materials in the upper and sticky rubber outsole keep you ready for the outdoors.on-the-go adjustmentshook-and-loop straps let you quickly personalize the fit to match the day's adventure.more benefitsgraphics are inspired by cross sections of rocks on mt. st. helens.textured footbed helps hold your foot in place.shown: dark driftwood/canyon purple/dark smoke grey/light iron orestyle: dq4457-200nike acgready to conquer or escape the urban landscape, nike all conditions gear outfits you in modern wear that tackles the elements. wind- and waterproof fabrics and breathable technologies keep you covered, while next-level design equips you with versatile storage and style options.",4.77391304347826,0.0,"['M 4 / W 5.5', 'M 5 / W 6.5', 'M 6 / W 7.5', 'M 7 / W 8.5', 'M 8 / W 9.5', 'M 9 / W 10.5', 'M 10 / W 11.5', 'M 11 / W 12.5', 'M 12 / W 13.5', 'M 13 / W 14.5']",Dark Driftwood
nike dri-fit,little kids' t-shirt and shorts set,Siren Red,36.97,USD,"coordinated separates for fun.the nike set includes a sweat-wicking t-shirt and shorts for an easy everyday outfit that's comfortable.benefitsthe nike dri-fit t-shirt is 100% made for play. this active top is made of soft, sweat-wicking fabric to help you stay dry with every run, skip and jump.run, jump and play in the nike dri-fit shorts. this classic style is breathable and lightweight so your little athlete can keep at it in comfort.product details100% polyestermachine washimportedshown: siren redstyle: 86j179-r3r",4.7,6.0,[],Siren Red
sacramento kings icon edition,men's nike nba swingman shorts,Field Purple/Dark Steel Grey/White/White,80.0,USD,rep your team.the sacramento kings icon edition nike nba swingman shorts are inspired by the authentic nba shorts. they feature sweat-wicking fabric and side pockets for easy-access storage. design details match your team's on-court look. this product is made with 100% recycled polyester fibers.benefitsdri-fit technology helps keep you dry and comfortable.double-knit mesh is lightweight yet durable.hem vents let you move freely.product detailsside seam pockets100% recycled polyestermachine washimportedshown: field purple/dark steel grey/white/whitestyle: aj5647-504,4.77391304347826,0.0,"['S', 'M', 'L', 'XL', '2XL']",Field Purple
mlb houston astros,women's replica baseball jersey,Midnight Navy,115.0,USD,loyalty to your team.the mlb houston astros jersey helps deliver a comfortable fit with its polyester material. it features team details to add authenticity to your look on game day.product details100% polyestermachine washimportedshown: midnight navystyle: t773hunuhus-xvu,4.8,5.0,"['S (4–6)', 'M (8–10)', 'L (12–14)', 'XL (16–18)', '2XL (20–22)']",Midnight Navy
nike acg aw84,cap,Black,28.0,USD,"a lightweight favorite.an outdoor staple, now made with 100% organic cotton fibers. the nike acg aw84 cap continues our sustainability journey in a classic 5-panel design. a lightweight, woven crown has a an adjustable strap at the back so you can find the right fit with ease.northwest testedthis product was designed and tested in oregon, usa.coverage that feels lightwoven fabric throughout the 5-panel crown has a soft, lightweight feel.adjusts to feel rightan adjustable strap at the back lets you customize your fit.product detailsbody and front lining: 100% cottonhand washimportedshown: blackstyle: dc9064-010",5.0,1.0,[],Black
nike college heritage86 (texas),hat,Desert Orange,22.97,USD,"clean lines, classic looks.the nike college heritage86 (texas) hat serves up a longhorns graphic and our legendary logo, bringing clean styling to a classic 6-panel look.benefits6-panel design provides durability.adjustable closure on the back offers a personalized fit.embroidered eyelets add breathability.product details100% cottonhand washimportedshown: desert orangestyle: dh2271-802",4.77391304347826,0.0,[],Desert Orange
new york knicks,nike nba beanie,Rush Blue,28.0,USD,"stretchy warmth with nba identity.top off your game-day look with this new york knicks beanie. it's made from an acrylic blend that's soft, stretchy and warm, with a stitched-down team label on the cuff. this product is made with at least 50% recycled polyester fibers.product detailscuffed designbody/lining: 60% polyester/40% acrylichand washimportedshown: rush bluestyle: dm8717-495",4.77391304347826,0.0,[],Rush Blue
paris saint-germain 2022/23 stadium home,women's nike dri-fit soccer jersey,Midnight Navy/White/Midnight Navy,90.0,USD,"like other jerseys from our stadium collection, this one pairs replica design details with sweat-wicking technology to give you a game-ready look inspired by your favorite team. this product is made with 100% recycled polyester fibers.benefitsnike dri-fit technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.replica design is modeled after what the pros wear on the field.product detailsslim fit for a tailored feel100% polyestermachine washimportedshown: midnight navy/white/midnight navystyle: dj7781-411",4.77391304347826,0.0,"['XS (0–2)', 'S (4–6)', 'M (8–10)', 'L (12–14)', 'XL (16–18)']",Midnight Navy
nike college dri-fit (michigan state),men's long-sleeve hooded t-shirt,Flat Silver,37.97,USD,"rep your favorite team with proud spartans graphics on this sweat-wicking michigan state hooded tee. perfect for game day or the offseason, it lets you cover up when you need to—without the bulk.benefitsnike dri-fit technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.knit fabric feels soft against your skin.product details""nike campus"" label at hem58% cotton/42% polyestermachine washimportedshown: flat silverstyle: do4822-007",4.77391304347826,0.0,"['S', '2XL', '3XL']",Flat Silver
